Title,First Author,Journal,Publication Year,DOI,Duplicates,Number
A memory-based simulated annealing algorithm and a new auxiliary function for the fixed-outline floorplanning with soft blocks,"Zou, Dexuan (1); Wang, Gai-Ge (2); Sangaiah, Arun K. (3); Kong, Xiangyong (1)",Journal of Ambient Intelligence and Humanized Computing,2024,,TRUE,2
A method for cohort selection of cardiovascular disease records from an electronic health record system,Abrahão MTF,Int J Med Inform,2017,10.1016/j.ijmedinf.2017.03.015,TRUE,1
A method for cohort selection of cardiovascular disease records from an electronic health record system,"Abrahão, Maria Tereza Fernandes (57193842743); Nobre, Moacyr Roberto Cuce (7006645389); Gutierrez, Marco Antonio (35581214400)",International Journal of Medical Informatics,2017,10.1016/j.ijmedinf.2017.03.015,TRUE,2
A method for cohort selection of cardiovascular disease records from an electronic health record system,"Abrahao, MTF; Nobre, MRC; Gutierrez, MA",INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,2017,10.1016/j.ijmedinf.2017.03.015,TRUE,3
A method for cohort selection of cardiovascular disease records from an electronic health record system,"Abrah√£o, Maria Tereza Fernandes (1); Nobre, Moacyr Roberto Cuce (2); Gutierrez, Marco Antonio (3)",International Journal of Medical Informatics,2017,,TRUE,4
A method for cohort selection of cardiovascular disease records from an electronic health record system,"Abrah√£o, Maria Tereza Fernandes (1); Nobre, Moacyr Roberto Cuce (2); Gutierrez, Marco Antonio (3)",International Journal of Medical Informatics,2017,,TRUE,5
A method for detecting and characterizing outbreaks of infectious disease from clinical reports,Cooper GF,J Biomed Inform,2015,10.1016/j.jbi.2014.08.011,FALSE,1
A method for generating synthetic longitudinal health data,Mosquera L,BMC Med Res Methodol,2023,10.1186/s12874-023-01869-w,TRUE,1
A method for generating synthetic longitudinal health data,"Mosquera, Lucy (57219951005); El Emam, Khaled (7004609665); Ding, Lei (57219166583); Sharma, Vishal (57206191065); Zhang, Xue Hua (58157581900); Kababji, Samer El (57203928444); Carvalho, Chris (57218514403); Hamilton, Brian (58157238200); Palfrey, Dan (6507867625); Kong, Linglong (53984232100); Jiang, Bei (56508786600); Eurich, Dean T. (57203178523)",BMC Medical Research Methodology,2023,10.1186/s12874-023-01869-w,TRUE,2
A method for generating synthetic longitudinal health data,"Mosquera, L; El Emam, K; Ding, L; Sharma, V; Zhang, XH; El Kababji, S; Carvalho, C; Hamilton, B; Palfrey, D; Kong, LL; Jiang, B; Eurich, DT",BMC MEDICAL RESEARCH METHODOLOGY,2023,10.1186/s12874-023-01869-w,TRUE,3
A method for model-free partial volume correction in oncological PET,Hofheinz F,EJNMMI Res,2012,10.1186/2191-219X-2-16,TRUE,1
A method for model-free partial volume correction in oncological PET,"Hofheinz, Frank (55001037300); Langner, Jens (55980055300); Petr, Jan (36995453000); Beuthien-Baumann, Bettina (6602084023); Oehme, Liane (8452646800); Steinbach, Jörg (24395030200); Kotzerke, Jörg (57202653843); van den Hoff, Jörg (7003515078)",EJNMMI Research,2012,10.1186/2191-219X-2-16,TRUE,2
A method for model-free partial volume correction in oncological PET,"Hofheinz, F; Langner, J; Petr, J; Beuthien-Baumann, B; Oehme, L; Steinbach, J; Kotzerke, J; van den Hoff, J",EJNMMI RESEARCH,2012,10.1186/2191-219X-2-16,TRUE,3
A Multifaceted benchmarking of synthetic electronic health record generation models,Yan C,Nat Commun,2022,10.1038/s41467-022-35295-1,TRUE,1
A Multifaceted benchmarking of synthetic electronic health record generation models,"Yan, Chao (57201776358); Yan, Yao (57219263449); Wan, Zhiyu (56581176600); Zhang, Ziqi (57212394939); Omberg, Larsson (23028807900); Guinney, Justin (57209788542); Mooney, Sean D. (57207721730); Malin, Bradley A. (6602093073)",Nature Communications,2022,10.1038/s41467-022-35295-1,TRUE,2
A Multifaceted benchmarking of synthetic electronic health record generation models,"Yan, C; Yan, Y; Wan, ZY; Zhang, ZQ; Omberg, L; Guinney, J; Mooney, SD; Malin, BA",NATURE COMMUNICATIONS,2022,10.1038/s41467-022-35295-1,TRUE,3
A multiple imputation approach to disclosure limitation for high-age individuals in longitudinal studies,An D,Stat Med,2010,10.1002/sim.3974,TRUE,1
A multiple imputation approach to disclosure limitation for high-age individuals in longitudinal studies,"An, Di (22133467600); Little, Roderick J. A. (7202638843); McNally, James W. (35830278400)",Statistics in Medicine,2010,10.1002/sim.3974,TRUE,2
A multiple imputation approach to disclosure limitation for high-age individuals in longitudinal studies,"An, D; Little, RJA; McNally, JW",STATISTICS IN MEDICINE,2010,10.1002/sim.3974,TRUE,3
A Neighborhood-Similarity-Based Imputation Algorithm for Healthcare Data Sets: A Comparative Study,"Wilcox, Colin (57425905500); Giagos, Vasileios (56012792400); Djahel, Soufiene (35606478200)",Electronics (Switzerland),2023,10.3390/electronics12234809,TRUE,1
A Neighborhood-Similarity-Based Imputation Algorithm for Healthcare Data Sets: A Comparative Study,"Wilcox, C; Giagos, V; Djahel, S",ELECTRONICS,2023,10.3390/electronics12234809,TRUE,2
A new AI assisted medical molecular image diagnostic model,"Premananthan, G. (56884645300); Nagaraj, B. (36495195200); Jaya, J. (56084695700)",Journal of Intelligent and Fuzzy Systems,2023,10.3233/JIFS-223354,TRUE,1
A new AI assisted medical molecular image diagnostic model,"Premananthan, G; Nagaraj, B; Jaya, J",JOURNAL OF INTELLIGENT & FUZZY SYSTEMS,2023,10.3233/JIFS-223354,TRUE,2
A new AI assisted medical molecular image diagnostic model,"Premananthan, G. (1); Nagaraj, B. (2); Jaya, J. (3)",Journal of Intelligent and Fuzzy Systems,2023,,TRUE,3
A new AI assisted medical molecular image diagnostic model,"Premananthan, G. (1); Nagaraj, B. (2); Jaya, J. (3)",Journal of Intelligent and Fuzzy Systems,2023,,TRUE,4
A new approach for the deep order preserving submatrix problem based on sequential pattern mining,"Xue, Yun (1); Li, Tiechen (1); Liu, Zhiwen (1); Pang, Chaoyi (2); Li, Meihang (1); Liao, Zhengling (1); Hu, Xiaohui (1)",International Journal of Machine Learning and Cybernetics,2018,,FALSE,1
A new criterion for model selection,"Pham, Hoang (7201637869)",Mathematics,2019,10.3390/MATH7121215,TRUE,1
A New Criterion for Model Selection,"Pham, H",MATHEMATICS,2019,10.3390/math7121215,TRUE,2
A new Internet of Things architecture for real-time prediction of various diseases using machine learning on big data environment,"Ed-daoudy, Abderrahmane (57207360390); Maalmi, Khalil (7801502982)",Journal of Big Data,2019,10.1186/s40537-019-0271-7,TRUE,1
A new Internet of Things architecture for real-time prediction of various diseases using machine learning on big data environment,"Ed-daoudy, A; Maalmi, K",JOURNAL OF BIG DATA,2019,10.1186/s40537-019-0271-7,TRUE,2
A new Internet of Things architecture for real-time prediction of various diseases using machine learning on big data environment,"Ed-daoudy, Abderrahmane (1); Maalmi, Khalil (1)",Journal of Big Data,2019,,TRUE,3
A new Internet of Things architecture for real-time prediction of various diseases using machine learning on big data environment,"Ed-daoudy, Abderrahmane (1); Maalmi, Khalil (1)",Journal of Big Data,2019,,TRUE,4
A new method for creating electrophysiological maps for DBS surgery and their application to surgical guidance,Pallavaram S,Med Image Comput Comput Assist Interv,2008,10.1007/978-3-540-85988-8_80,FALSE,1
A new method for protecting interrelated time series with Bayesian prior distributions and synthetic data,"Schneider, Matthew J. (55000354200); Abowd, John M. (6603611569)",Journal of the Royal Statistical Society. Series A: Statistics in Society,2015,10.1111/rssa.12100,TRUE,1
A new method for protecting interrelated time series with Bayesian prior distributions and synthetic data,"Schneider, MJ; Abowd, JM",JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,2015,10.1111/rssa.12100,TRUE,2
A non-linear regression method for estimation of gene-environment heritability,Kerin M,Bioinformatics,2021,10.1093/bioinformatics/btaa1079,FALSE,1
A novel generative adversarial networks modelling for the class imbalance problem in high dimensional omics data,Cusworth S,BMC Med Inform Decis Mak,2024,10.1186/s12911-024-02487-2,FALSE,1
A Novel Machine-Learning-Based Hybrid CNN Model for Tumor Identification in Medical Image Processing,"Dhiman, Gaurav (23049229800); Juneja, Sapna (57210408722); Viriyasitavat, Wattana (57224272289); Mohafez, Hamidreza (57189693027); Hadizadeh, Maryam (57189686153); Islam, Mohammad Aminul (57220973693); El Bayoumy, Ibrahim (26421568400); Gulati, Kamal (57192543463)",Sustainability (Switzerland),2022,10.3390/su14031447,TRUE,1
A Novel Machine-Learning-Based Hybrid CNN Model for Tumor Identification in Medical Image Processing,"Dhiman, G; Juneja, S; Viriyasitavat, W; Mohafez, H; Hadizadeh, M; Islam, MA; El Bayoumy, I; Gulati, K",SUSTAINABILITY,2022,10.3390/su14031447,TRUE,2
A novel method to create realistic synthetic medication data,Hodges R,JAMIA Open,2023,10.1093/jamiaopen/ooad052,TRUE,1
A novel method to create realistic synthetic medication data,"Hodges, Robert (58511023400); Tokunaga, Kristen (58511715700); Legrand, Joseph (57215218177)",JAMIA Open,2023,10.1093/jamiaopen/ooad052,TRUE,2
A novel method to create realistic synthetic medication data,"Hodges, R; Tokunaga, K; LeGrand, J",JAMIA OPEN,2023,10.1093/jamiaopen/ooad052,TRUE,3
A Novel Multi-objective Evolutionary Algorithm Hybrid Simulated Annealing Concept for¬†Recommendation Systems,"Du, Yu (1); Bao, Haijia (1); Li, Ya (1)",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2024,,TRUE,1
A Novel Multi-objective Evolutionary Algorithm Hybrid Simulated Annealing Concept for¬†Recommendation Systems,"Du, Yu (1); Bao, Haijia (1); Li, Ya (1)",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2024,,TRUE,2
A Novel Small-Data Based Approach for Decoding Yes/No-Decisions of Locked-In Patients Using Generative Adversarial Networks,"Penava, Pascal (58177313400); Buettner, Ricardo (24831738000)",IEEE Access,2023,10.1109/ACCESS.2023.3326720,TRUE,1
A Novel Small-Data Based Approach for Decoding Yes/No-Decisions of Locked-In Patients Using Generative Adversarial Networks,"Penava, P; Buettner, R",IEEE ACCESS,2023,10.1109/ACCESS.2023.3326720,TRUE,2
A Novel Small-Data Based Approach for Decoding Yes/No-Decisions of Locked-In Patients Using Generative Adversarial Networks,"Penava, Pascal (1); Buettner, Ricardo (1)",IEEE Access,2023,,TRUE,3
A Novel Small-Data Based Approach for Decoding Yes/No-Decisions of Locked-In Patients Using Generative Adversarial Networks,"Penava, Pascal (1); Buettner, Ricardo (1)",IEEE Access,2023,,TRUE,4
A Pareto-based hybrid genetic simulated annealing algorithm for multi-objective hybrid production line balancing problem considering disassembly and assembly,"Sun, Xiang (1, 2); Guo, Shunsheng (1, 2); Guo, Jun (1, 2); Du, Baigang (1, 2); Yang, Zhijie (1, 2); Wang, Kaipu (1, 2)",International Journal of Production Research,2024,,TRUE,1
A Pareto-based hybrid genetic simulated annealing algorithm for multi-objective hybrid production line balancing problem considering disassembly and assembly,"Sun, Xiang (1, 2); Guo, Shunsheng (1, 2); Guo, Jun (1, 2); Du, Baigang (1, 2); Yang, Zhijie (1, 2); Wang, Kaipu (1, 2)",International Journal of Production Research,2024,,TRUE,2
A Privacy-Preserving Log-Rank Test for the Kaplan-Meier Estimator With Secure Multiparty Computation: Algorithm Development and Validation,von Maltitz M,JMIR Med Inform,2021,10.2196/22158,TRUE,1
A privacy-preserving log-rank test for the kaplan-meier estimator with secure multiparty computation: Algorithm development and validation,"von Maltitz, Marcel (56543709100); Ballhausen, Hendrik (55630336600); Kaul, David (22938061000); Fleischmann, Daniel F. (57191077738); Niyazi, Maximilian (16307758800); Belka, Claus (57217798849); Carle, Georg (11441022800)",JMIR Medical Informatics,2021,10.2196/22158,TRUE,2
A Privacy-Preserving Log-Rank Test for the Kaplan-Meier Estimator With Secure Multiparty Computation: Algorithm Development and Validation,"von Maltitz, M; Ballhausen, H; Kaul, D; Fleischmann, DF; Niyazi, M; Belka, C; Carle, G",JMIR MEDICAL INFORMATICS,2021,10.2196/22158,TRUE,3
A privacy-preserving technique for incremental dataset on cloud by synthetic data perturbation,"Vigneswari, D. (57203924588); Komal Kumar, N. (57212324259); Lakshmi Tulasi, R. (56422406600)",International Journal of Engineering and Technology(UAE),2018,,FALSE,1
A probabilistic generative model to discover the treatments of coexisting diseases with missing data,Zaballa O,Comput Methods Programs Biomed,2024,10.1016/j.cmpb.2023.107870,TRUE,1
A probabilistic generative model to discover the treatments of coexisting diseases with missing data,"Zaballa, Onintze (57221385057); Pérez, Aritz (14049225300); Gómez-Inhiesto, Elisa (57208750914); Acaiturri-Ayesta, Teresa (57208757895); Lozano, Jose A. (35473051700)",Computer Methods and Programs in Biomedicine,2024,10.1016/j.cmpb.2023.107870,TRUE,2
A probabilistic generative model to discover the treatments of coexisting diseases with missing data,"Zaballa, O; Pérez, A; Gómez-Inhiesto, E; Acaiturri-Ayesta, T; Lozano, JA",COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2024,10.1016/j.cmpb.2023.107870,TRUE,3
A probabilistic generative model to discover the treatments of coexisting diseases with missing data,"Zaballa, Onintze (1); P√©rez, Aritz (1); G√≥mez-Inhiesto, Elisa (2); Acaiturri-Ayesta, Teresa (2); Lozano, Jose A. (1, 3)",Computer Methods and Programs in Biomedicine,2024,,TRUE,4
A probabilistic generative model to discover the treatments of coexisting diseases with missing data,"Zaballa, Onintze (1); P√©rez, Aritz (1); G√≥mez-Inhiesto, Elisa (2); Acaiturri-Ayesta, Teresa (2); Lozano, Jose A. (1, 3)",Computer Methods and Programs in Biomedicine,2024,,TRUE,5
A public health nursing informatics data-and-practice quality project,Monsen KA,Comput Inform Nurs,2006,10.1097/00024665-200605000-00012,FALSE,1
A re-analysis of the Cochrane Library data: the dangers of unobserved heterogeneity in meta-analyses,Kontopantelis E,PLoS One,2013,10.1371/journal.pone.0069930,TRUE,1
A Re-Analysis of the Cochrane Library Data: The Dangers of Unobserved Heterogeneity in Meta-Analyses,"Kontopantelis, E; Springate, DA; Reeves, D",PLOS ONE,2013,10.1371/journal.pone.0069930,TRUE,2
A Review of Recent Advances in Translational Bioinformatics: Bridges from Biology to Medicine,Vamathevan J,Yearb Med Inform,2017,10.15265/IY-2017-017,TRUE,1
A Review of Recent Advances in Translational Bioinformatics: Bridges from Biology to Medicine,"Vamathevan, J. (6507788205); Birney, E. (7004802904)",Yearbook of medical informatics,2017,10.15265/IY-2017-017,TRUE,2
A roadmap for applying machine learning when working with privacy-sensitive data: predicting non-response to treatment for eating disorders,Svendsen VG,Expert Rev Pharmacoecon Outcomes Res,2023,10.1080/14737167.2023.2230368,TRUE,1
A roadmap for applying machine learning when working with privacy-sensitive data: predicting non-response to treatment for eating disorders,"Svendsen, VG; Wijnen, BM; De Vos, JA; Veenstra, R; Evers, SMAA; Lokkerbol, J",EXPERT REVIEW OF PHARMACOECONOMICS & OUTCOMES RESEARCH,2023,10.1080/14737167.2023.2230368,TRUE,2
A Secure Data Publishing and Access Service for Sensitive Data from Living Labs: Enabling Collaboration with External Researchers via Shareable Data,"Hernandez, Mikel (1, 2); Konstantinidis, Evdokimos (3, 4); Epelde, Gorka (2, 5); Londo√±o, Francisco (2); Petsani, Despoina (3); Timoleon, Michalis (3); Fiska, Vasiliki (6); Mpaltadoros, Lampros (6); Maga-Nteve, Christoniki (6); Machairas, Ilias (3); Bamidis, Panagiotis D. (3)",Big Data and Cognitive Computing,2024,,TRUE,1
A Secure Data Publishing and Access Service for Sensitive Data from Living Labs: Enabling Collaboration with External Researchers via Shareable Data,"Hernandez, Mikel (1, 2); Konstantinidis, Evdokimos (3, 4); Epelde, Gorka (2, 5); Londo√±o, Francisco (2); Petsani, Despoina (3); Timoleon, Michalis (3); Fiska, Vasiliki (6); Mpaltadoros, Lampros (6); Maga-Nteve, Christoniki (6); Machairas, Ilias (3); Bamidis, Panagiotis D. (3)",Big Data and Cognitive Computing,2024,,TRUE,2
