Authors,Title,Journal,Publication Year,DOI
Generative AI in Medical Practice: In-Depth Exploration of Privacy and Security Challenges,"Chen, Y; Esmaeilzadeh, P",JOURNAL OF MEDICAL INTERNET RESEARCH,2024,10.2024/1/e53008
Reduction of SPECT acquisition time using deep learning: A phantom study,"Pribanic, I; Tankovic, N; Debeljuh, DD; Jurkovic, S",PHYSICA MEDICA-EUROPEAN JOURNAL OF MEDICAL PHYSICS,2023,10.1016/j.ejmp.2023.102615
A Simulation Framework for Modeling the Within-Patient Evolutionary Dynamics of SARS-CoV-2,"Terbot, JW II; Cooper, BS; Good, JM; Jensen, JD",GENOME BIOLOGY AND EVOLUTION,2023,10.1093/gbe/evad204
Fast parameter inference in a biomechanical model of the left ventricle by using statistical emulation,"Davies, V; Noé, U; Lazarus, A; Gao, H; Macdonald, B; Berry, C; Luo, XY; Husmeier, D",JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,2019,10.1111/rssc.12374
An integrated and sustainable EU health information system: national public health institutes' needs and possible benefits,"Bogaert, P; For, HV",ARCHIVES OF PUBLIC HEALTH,2017,10.1186/s13690-016-0171-7
Robust analysis of stepped wedge trials using cluster-level summaries within periods,"Thompson, JA; Davey, C; Fielding, K; Hargreaves, JR; Hayes, RJ",STATISTICS IN MEDICINE,2018,10.1002/sim.7668
Probabilistic clustering of time-evolving distance data,"Vogt, JE; Kloft, M; Stark, S; Raman, SS; Prabhakaran, S; Roth, V; Rätsch, G",MACHINE LEARNING,2015,10.1007/s10994-015-5516-x
Multiple Sclerosis Lesion Synthesis in MRI Using an Encoder-Decoder U-NET,"Salem, M; Valverde, S; Cabezas, M; Pareto, D; Oliver, A; Salvi, J; Rovira, A; Lladó, X",IEEE ACCESS,2019,10.1109/ACCESS.2019.2900198
Supervised and Unsupervised Approaches for the Real-Time Detection of Undesired Insulin Suspension Caused by Malfunctions,"Idi, E; Facchinetti, A; Sparacino, G; Del Favero, S",JOURNAL OF DIABETES SCIENCE AND TECHNOLOGY,2024,10.1177/19322968241248402
Planning and intraloperative visualization of liver catheterizations: New CTA protocol and 2D-3D registration method,"Groher, M; Jakobs, TF; Padoy, N; Navab, N",ACADEMIC RADIOLOGY,2007,10.1016/j.acra.2007.07.009
ROC curves for clinical prediction models part 1. ROC plots showed no added value above the AUC when evaluating the performance of clinical prediction models,"Verbakel, JY; Steyerberg, EW; Uno, H; De Cock, B; Wynants, L; Collins, GS; Van Calster, B",JOURNAL OF CLINICAL EPIDEMIOLOGY,2020,10.1016/j.jclinepi.2020.01.028
Computing threshold antibody levels of protection in vaccine clinical trials: An assessment of methodological bias,"Voysey, M; Sadarangani, M; Pollard, AJ; Fanshawe, TR",PLOS ONE,2018,10.1371/journal.pone.0202517
A tutorial on individualized treatment effect prediction from randomized trials with a binary endpoint,"Hoogland, J; IntHout, J; Belias, M; Rovers, MM; Riley, RD; Harrell, FE; Moons, KGM; Debray, TPA; Reitsma, JB",STATISTICS IN MEDICINE,2021,10.1002/sim.9154
Probabilistic modelling of effects of antibiotics and calendar time on transmission of healthcare-associated infection,"Laager, M; Cooper, B; Eyre, DW",SCIENTIFIC REPORTS,2021,10.1038/s41598-021-00748-y
"Confidence Intervals and Power Calculations for Within-Person Biological Variation: Effect of Analytical Imprecision, Number of Replicates, Number of Samples, and Number of Individuals","Roraas, T; Petersen, PH; Sandberg, S",CLINICAL CHEMISTRY,2012,10.1373/clinchem.2012.187781
"Developing a dual diagnosis service in Cork, Ireland by way of participatory action research (PAR)","Connolly, J; MacGabhann, L; McKeown, O",ADVANCES IN DUAL DIAGNOSIS,2015,10.1108/ADD-09-2014-0022
Tensions in relation: How peer support is experienced and received in a hepatitis C treatment intervention,"Bonnington, O; Harris, M",INTERNATIONAL JOURNAL OF DRUG POLICY,2017,10.1016/j.drugpo.2017.05.031
Analysis of survival adjusted for quality of life using the Q-TWiST function: Interface in R,"Bogart, E; Jouin, A; Béhal, H; Duhamel, A; Filleron, T; Kramar, A",COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,2016,10.1016/j.cmpb.2015.11.005
Heavy Tailed Distributions of Effect Sizes in Systematic Reviews of Complex Interventions,"Burton, C",PLOS ONE,2012,10.1371/journal.pone.0034222
Performance of unanchored matching-adjusted indirect comparison (MAIC) for the evidence synthesis of single-arm trials with time-to-event outcomes,"Jiang, YW; Ni, WY",BMC MEDICAL RESEARCH METHODOLOGY,2020,10.1186/s12874-020-01124-6
Hospital treatment costs and length of stay associated with hypertension and multimorbidity after hemorrhagic stroke,"Specogna, AV; Turin, TC; Patten, SB; Hill, MD",BMC NEUROLOGY,2017,10.1186/s12883-017-0930-2
Monte Carlo simulations of clinical PET and SPECT scans: impact of the input data on the simulated images,"Stute, S; Carlier, T; Cristina, K; Noblet, C; Martineau, A; Hutton, B; Barnden, L; Buvat, I",PHYSICS IN MEDICINE AND BIOLOGY,2011,10.1088/0031-9155/56/19/017
Self-adapting cyclic registration for motion-compensated cone-beam CT in image-guided radiation therapy,"Brehm, M; Paysan, P; Oelhafen, M; Kunz, P; Kachelriess, M",MEDICAL PHYSICS,2012,10.1118/1.4766435
Concordance Among Methods for Empiric Renal Drug Dosing: Meropenem as a Role Model for Clinical Superiority of Cockroft-Gault or Modification of Diet in Renal Disease,"Al Jasmi, SM; Khan, AH; Saadah, LM; Sulaiman, SAS; Al Khalidi, DK",CLINICAL MEDICINE INSIGHTS-THERAPEUTICS,2018,10.1177/1179559X18777767
Noisy multi-label semi-supervised dimensionality reduction,"Mikalsen, KO; Soguero-Ruiz, C; Bianchi, FM; Jenssen, R",PATTERN RECOGNITION,2019,10.1016/j.patcog.2019.01.033
Characterizing Multi-omic Data in Systems Biology,"Mason, CE; Porter, SG; Smith, TM",SYSTEMS ANALYSIS OF HUMAN MULTIGENE DISORDERS,2014,10.1007/978-1-4614-8778-4_2
Breast cancer screening and overdiagnosis,"Bulliard, JL; Beau, AB; Njor, S; Wu, WYY; Procopio, P; Nickson, C; Lynge, E",INTERNATIONAL JOURNAL OF CANCER,2021,10.1002/ijc.33602
Managing uncertainty in imputing missing symptom value for healthcare of rural India,"Das, S; Sil, J",HEALTH INFORMATION SCIENCE AND SYSTEMS,2019,10.1007/s13755-019-0066-4
Data Sharing in Biomedical Sciences: A Systematic Review of Incentives,"Devriendt, T; Shabani, M; Borry, P",BIOPRESERVATION AND BIOBANKING,2021,10.1089/bio.2020.0037
Analysis of censored discrete longitudinal data: Estimation of mean response,"Gunnes, N; Farewell, DM; Seierstad, TG; Aalen, OO",STATISTICS IN MEDICINE,2009,10.1002/sim.3492
NextGen Public Health Surveillance and the Internet of Things (IoT),"Sahu, KS; Majowicz, SE; Dubin, JA; Morita, PP",FRONTIERS IN PUBLIC HEALTH,2021,10.3389/fpubh.2021.756675
MicroRNA and Transcription Factor Gene Regulatory Network Analysis Reveals Key Regulatory Elements Associated with Prostate Cancer Progression,"Sadeghi, M; Ranjbar, B; Ganjalikhany, MR; Khan, FM; Schmitz, U; Wolkenhauer, O; Gupta, SK",PLOS ONE,2016,10.1371/journal.pone.0168760
Drug-Resistant Juvenile Myoclonic Epilepsy: Misdiagnosis of Progressive Myoclonus Epilepsy,"Martin, S; Strzelczyk, A; Lindlar, S; Krause, K; Reif, PS; Menzler, K; Chiocchetti, AG; Rosenow, F; Knake, S; Klein, KM",FRONTIERS IN NEUROLOGY,2019,10.3389/fneur.2019.00946
Beyond the challenge to research integrity: imposter participation in incentivised qualitative research and its impact on community engagement,"Drysdale, K; Wells, N; Smith, AKJ; Gunatillaka, N; Sturgiss, EA; Wark, T",HEALTH SOCIOLOGY REVIEW,2023,10.1080/14461242.2023.2261433
The mixed model for repeated measures for cluster randomized trials: a simulation study investigating bias and type I error with missing continuous data,"Bell, ML; Rabe, BA",TRIALS,2020,10.1186/s13063-020-4114-9
Efficient Design for Mendelian Randomization Studies: Subsample and 2-Sample Instrumental Variable Estimators,"Pierce, BL; Burgess, S",AMERICAN JOURNAL OF EPIDEMIOLOGY,2013,10.1093/aje/kwt084
Real-time heart disease detection and monitoring system based on fast machine learning using Spark,"Ed-daoudy, A; Maalmi, K",HEALTH AND TECHNOLOGY,2020,10.1007/s12553-020-00460-3
H3Africa: current perspectives,"Mulder, N; Abimiku, A; Adebamowo, SN; de Vries, J; Matimba, A; Olowoyo, P; Ramsay, M; Skelton, M; Stein, DJ",PHARMACOGENOMICS & PERSONALIZED MEDICINE,2018,10.2147/PGPM.S141546
Registration of 4D Cardiac CT Sequences Under Trajectory Constraints With Multichannel Diffeomorphic Demons,"Peyrat, JM; Delingette, H; Sermesant, M; Xu, CY; Ayache, N",IEEE TRANSACTIONS ON MEDICAL IMAGING,2010,10.1109/TMI.2009.2038908
Effective methods to correct contrast agent-induced errors in PET quantification in cardiac PET/CT,"Büther, F; Stegger, L; Dawood, M; Range, F; Schäfers, M; Fischbach, R; Wichter, T; Schober, O; Schäfers, KP",JOURNAL OF NUCLEAR MEDICINE,2007,10.2967/jnumed.107.039941
Optimization of DCE-MRI protocol for the assessment of patients with brain tumors,"Artzi, M; Liberman, G; Nadav, G; Blumenthal, DT; Bokstein, F; Aizenstein, O; Ben Bashat, D",MAGNETIC RESONANCE IMAGING,2016,10.1016/j.mri.2016.07.003
Super-Resolution Whole-Brain 3D MR Spectroscopic Imaging for Mapping D-2-Hydroxyglutarate and Tumor Metabolism in Isocitrate Dehydrogenase 1-mutated Human Gliomas,"Li, XQ; Strasser, B; Jafari-Khouzani, K; Thapa, B; Small, J; Cahill, DP; Dietrich, J; Batchelor, TT; Andronesi, OC",RADIOLOGY,2020,10.1148/radiol.2020191529
"Attitudes and perceptions of teachers toward mental health literacy: A case of Odzi High School, Mutare District, Zimbabwe","Sibanda, T; Sifelani, I; Kwembeya, M; Matsikure, M; Songo, S",FRONTIERS IN PSYCHOLOGY,2022,10.3389/fpsyg.2022.1003115
In-Mapper combiner based MapReduce algorithm for processing of big climate data,"Manogaran, G; Lopez, D; Chilamkurti, N",FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE,2018,10.1016/j.future.2018.02.048
Meta-analysis of non-linear exposure-outcome relationships using individual participant data: A comparison of two methods,"White, IR; Kaptoge, S; Royston, P; Sauerbrei, W",STATISTICS IN MEDICINE,2019,10.1002/sim.7974
Optimized Phenotypic Biomarker Discovery and Confounder Elimination via Covariate-Adjusted Projection to Latent Structures from Metabolic Spectroscopy Data,"Posma, JM; Garcia-Perez, I; Ebbels, TMD; Lindon, JC; Stamler, J; Elliott, P; Holmes, E; Nicholson, JK",JOURNAL OF PROTEOME RESEARCH,2018,10.1021/acs.jproteome.7b00879
Image reconstruction using UNET-transformer network for fast and low-dose PET scans,"Kaviani, S; Sanaat, A; Mokri, M; Cohalan, C; Carrier, JF",COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,2023,10.1016/j.compmedimag.2023.102315
Cardiac aging synthesis from cross-sectional data with conditional generative adversarial networks,"Campello, VM; Xia, T; Liu, X; Sanchez, P; Martin-Isla, C; Petersen, SE; Segui, S; Tsaftaris, SA; Lekadir, K",FRONTIERS IN CARDIOVASCULAR MEDICINE,2022,10.3389/fcvm.2022.983091
Topology-corrected segmentation and local intensity estimates for improved partial volume classification of brain cortex in MRI,"Rueda, A; Acosta, O; Couprie, M; Bourgeat, P; Fripp, J; Dowson, N; Romero, E; Salvado, O",JOURNAL OF NEUROSCIENCE METHODS,2010,10.1016/j.jneumeth.2010.02.020
A Bayesian inference method to estimate transmission trees with multiple introductions; applied to SARS-CoV-2 in Dutch mink farms,"van der Roest, BR; Bootsma, MCJ; Fischer, EAJ; Klinkenberg, D; Kretzschmar, MEE",PLOS COMPUTATIONAL BIOLOGY,2023,10.1371/journal.pcbi.1010928
Biomechanical Comparative Analyses Between the Anterolateral and Medial Distal Tibia Locking Plates in Treating Complex Distal Tibial Fracture: A Finite Element Study,"Aizat, RM; Kadir, MRA; Ab Rahman, S; Shihabudin, TMTM; Robson, N; Kamarul, T",JOURNAL OF MEDICAL IMAGING AND HEALTH INFORMATICS,2013,10.1166/jmihi.2013.1194
Calculation of limits for significant unidirectional changes in two or more serial results of a biomarker based on a computer simulation model,"Lund, F; Petersen, PH; Fraser, CG; Sölétormos, G",ANNALS OF CLINICAL BIOCHEMISTRY,2015,10.1177/0004563214534636
Fast and optimal algorithm for case-control matching using registry data: application on the antibiotics use of colorectal cancer patients,"Mamouris, P; Nassiri, V; Molenberghs, G; van den Akker, M; van der Meer, J; Vaes, B",BMC MEDICAL RESEARCH METHODOLOGY,2021,10.1186/s12874-021-01256-3
RETRACTED: Diagnosis of Dementia Using a Generative Deep Convolution Neural Network (Retracted Article),"Noella, RSN; Priyadarshini, J",ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING,2023,10.1007/s13369-021-05982-0
Deep learning-based markerless lung tumor tracking in stereotactic radiotherapy using Siamese networks,"Grama, D; Dahele, M; van Rooij, W; Slotman, B; Gupta, DK; Verbakel, WFAR",MEDICAL PHYSICS,2023,10.1002/mp.16470
The changing role of practice nurses in Australia: an action research study,"Mills, J; Fitzgerald, M",AUSTRALIAN JOURNAL OF ADVANCED NURSING,2008,
They've just got symptoms without science': Medical trainees' acquisition of negative attitudes towards patients with medically unexplained symptoms,"Shattock, L; Williamson, H; Caldwell, K; Anderson, K; Peters, S",PATIENT EDUCATION AND COUNSELING,2013,10.1016/j.pec.2012.12.015
Bridging the gap between complexity science and clinical practice by formalizing idiographic theories: a computational model of functional analysis,"Burger, J; van der Veen, DC; Robinaugh, DJ; Quax, R; Riese, H; Schoevers, RA; Epskamp, S",BMC MEDICINE,2020,10.1186/s12916-020-01558-1
Different percentages of false-positive results obtained using five methods for the calculation of reference change values based on simulated normal and ln-normal distributions of data,"Lund, F; Petersen, PH; Fraser, CG; Sölétormos, G",ANNALS OF CLINICAL BIOCHEMISTRY,2016,10.1177/0004563216643729
Introducing the fit-criteria assessment plot - A visualisation tool to assist class enumeration in group-based trajectory modelling,"Klijn, SL; Weijenberg, MP; Lemmens, P; van den Brandt, PA; Passos, VL",STATISTICAL METHODS IN MEDICAL RESEARCH,2017,10.1177/0962280215598665
Effectiveness of Preventive Dental Treatments by Physicians for Young Medicaid Enrollees,"Pahel, BT; Rozier, RG; Stearns, SC; Quiñonez, RB",PEDIATRICS,2011,10.1542/peds.2010-1457
Nursing students' experiences of being a research participant: Findings from a longitudinal study,"Bradbury-Jones, C; Stewart, S; Irvine, F; Sambrook, S",NURSE EDUCATION TODAY,2011,10.1016/j.nedt.2010.04.006
Balance measures for propensity score methods: a clinical example on beta-agonist use and the risk of myocardial infarction,"Groenwold, RHH; de Vries, F; de Boer, A; Pestman, WR; Rutten, FH; Hoes, AW; Klungel, OH",PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,2011,10.1002/pds.2251
The Choice of Analytical Strategies in Inverse-Probability-of-Treatment-Weighted Analysis: A Simulation Study,"Yang, SB; Lu, J; Eaton, CB; Harpe, S; Lapane, KL",AMERICAN JOURNAL OF EPIDEMIOLOGY,2015,10.1093/aje/kwv098
A framework for the detection of de novo mutations in family-based sequencing data,"Francioli, LC; Cretu-Stancu, M; Garimella, KV; Fromer, M; Kloosterman, WP; Samocha, KE; Neale, BM; Daly, MJ; Banks, E; DePristo, MA; de Bakker, PIW",EUROPEAN JOURNAL OF HUMAN GENETICS,2017,10.1038/ejhg.2016.147
Impact of motion compensation and partial volume correction for 18F-NaF PET/CT imaging of coronary plaque,"Cal-González, J; Tsoumpas, C; Lassen, ML; Rasul, S; Koller, L; Hacker, M; Schäfers, K; Beyer, T",PHYSICS IN MEDICINE AND BIOLOGY,2018,10.1088/1361-6560/aa97c8
Improving prescribing through big data approaches-Ten years of the Scottish Prescribing Information System,"Bennie, M; Malcolm, W; McTaggart, S; Mueller, T",BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,2020,10.1111/bcp.14184
The challenge of detecting genotype-by-methylation interaction: GAW20,"de Andrade, M; Daw, EW; Kraja, AT; Fisher, V; Wang, L; Hu, K; Li, J; Romanescu, R; Veenstra, J; Sun, R; Weng, HY; Zhou, WD",BMC GENETICS,2018,10.1186/s12863-018-0650-7
Quitting smoking and experience of smoking cessation interventions among UK Bangladeshi and Pakistani adults: the views of community members and health professionals,"White, M; Bush, J; Kai, J; Bhopal, R; Rankin, J",JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH,2006,10.1136/jech.2005.040345
"Genetic contribution to disease-course severity and progression in the SUPER-Finland study, a cohort of 10,403 individuals with psychotic disorders","Kämpe, A; Suvisaari, J; Lähteenvuo, M; Singh, T; Ahola-Olli, A; Urpa, L; Haaki, W; Hietala, J; Isometsä, E; Jukuri, T; Kampman, O; Kieseppä, T; Lahdensuo, K; Lönnqvist, J; Männynsalo, T; Paunio, T; Niemi-Pynttäri, J; Suokas, K; Tuulio-Henriksson, A; Veijola, J; Wegelius, A; Daly, M; Taylor, J; Kendler, KS; Palotie, A; Pietiläinen, O",MOLECULAR PSYCHIATRY,2024,10.1038/s41380-024-02516-6
Mixed effects approach to the analysis of the stepped wedge cluster randomised trial-Investigating the confounding effect of time through simulation,"Nickless, A; Voysey, M; Geddes, J; Yu, LM; Fanshawe, TR",PLOS ONE,2018,10.1371/journal.pone.0208876
Family physicians' professional identity formation: a study protocol to explore impression management processes in institutional academic contexts,"Rodríguez, C; Pawlikowska, T; Schweyer, FX; López-Roig, S; Bélanger, E; Burns, J; Hugé, S; Pastor-Mira, MA; Tellier, PP; Spencer, S; Fiquet, L; Pereiró-Berenguer, I",BMC MEDICAL EDUCATION,2014,10.1186/1472-6920-14-184
Joint modelling of choice and rating data: Theory and examples,"Webb, EJD; Hess, S",JOURNAL OF CHOICE MODELLING,2021,10.1016/j.jocm.2021.100304
Evaluation of methods for detecting human reads in microbial sequencing datasets,"Bush, SJ; Connor, TR; Peto, TEA; Crook, DW; Walker, AS",MICROBIAL GENOMICS,2020,10.1099/mgen.0.000393
"Odisha tribal family health survey: methods, tools, and protocols for a comprehensive health assessment survey","Kshatri, JS; Mansingh, A; Kavitha, AK; Bhattacharya, H; Bhuyan, D; Bhattacharya, D; Rehman, T; Swain, A; Mishra, D; Tripathy, I; Mohapatra, MR; Nayak, M; Sahoo, UK; Pati, S",FRONTIERS IN PUBLIC HEALTH,2023,10.3389/fpubh.2023.1157241
Genomic diversity affects the accuracy of bacterial single-nucleotide polymorphism-calling pipelines,"Bush, SJ; Foster, D; Eyre, DW; Clark, EL; De Maio, N; Shaw, LP; Stoesser, N; Peto, TEA; Crook, DW; Walker, AS",GIGASCIENCE,2020,10.1093/gigascience/giaa007
Evaluation of a direct motion estimation/correction method in respiratory-gated PET/MRI with motion-adjusted attenuation,"Bousse, A; Manber, R; Holman, BF; Atkinson, D; Arridge, S; Ourselin, S; Hutton, BF; Thielemans, K",MEDICAL PHYSICS,2017,10.1002/mp.12253
A Signal Detection Method to Detect Adverse Drug Reactions Using a Parametric Time-to-Event Model in Simulated Cohort Data,"Cornelius, VR; Sauzet, O; Evans, SJW",DRUG SAFETY,2012,
52-year follow-up of a birth cohort reveals a high pneumonia incidence among young men,"Holma, P; Pesonen, P; Mustonen, O; Järvelin, MR; Kauma, H; Auvinen, J; Hautala, T",ERJ OPEN RESEARCH,2022,10.1183/23120541.00707-2021
Generative artificial intelligence to produce high-fidelity blastocyst-stage embryo images,"Cao, P; Derhaag, J; Coonen, E; Brunner, H; Acharya, G; Salumets, A; Esteki, MZ",HUMAN REPRODUCTION,2024,10.1093/humrep/deae064
Contamination in trials of educational interventions,"Keogh-Brown, M; Bachmann, M; Shepstone, L; Hewitt, C; Howe, A; Ramsay, C; Song, F; Miles, J; Torgerson, D; Miles, S; Elbourne, D; Harvey, I; Campbell, M",HEALTH TECHNOLOGY ASSESSMENT,2007,
Imputation and missing indicators for handling missing data in the development and deployment of clinical prediction models: A simulation study,"Sisk, R; Sperrin, M; Peek, N; van Smeden, M; Martin, GP",STATISTICAL METHODS IN MEDICAL RESEARCH,2023,10.1177/09622802231165001
Associations of Perfluoroalkyl Substances (PFAS) with Lower Birth Weight: An Evaluation of Potential Confounding by Glomerular Filtration Rate Using a Physiologically Based Pharmacokinetic Model (PBPK),"Verner, MA; Loccisano, AE; Morken, NH; Yoon, M; Wu, HL; McDougall, R; Maisonet, M; Marcus, M; Kishi, R; Miyashita, C; Chen, MH; Hsieh, WS; Andersen, ME; Clewell, HJ; Longnecker, MP",ENVIRONMENTAL HEALTH PERSPECTIVES,2015,10.1289/ehp.1408837
Simplifying volumes-of-interest (VOIs) definition in quantitative SPECT: Beyond manual definition of 3D whole-organ VOIs,"Vicente, EM; Lodge, MA; Rowe, SP; Wahl, RL; Frey, EC",MEDICAL PHYSICS,2017,10.1002/mp.12164
Bayesian workflow for time-varying transmission in stratified compartmental infectious disease transmission models,"Bouman, JA; Hauser, A; Grimm, SL; Wohlfender, M; Bhatt, S; Semenova, E; Gelman, A; Althaus, CL; Riou, J",PLOS COMPUTATIONAL BIOLOGY,2024,10.1371/journal.pcbi.1011575
Effect of imbalanced sampling and missing data on associations between gender norms and risk of adolescent HIV,"Gupta, R; Abdalla, S; Meausoone, V; Vicas, N; Mejia-Guevara, I; Weber, AM; Cislaghi, B; Darmstadt, GL",ECLINICALMEDICINE,2022,10.1016/j.eclinm.2022.101513
A Likelihood Ratio Approach for Utilizing Case-Control Data in the Clinical Classification of Rare Sequence Variants: Application to BRCA1 and BRCA2,"Zanti, M; O'Mahony, DG; Parsons, MT; Li, HY; Dennis, J; Aittomäkkiki, K; Andrulis, IL; Anton-Culver, H; Aronson, KJ; Augustinsson, A; Becher, H; Bojesen, SE; Bolla, MK; Brenner, H; Brown, MA; Buys, SS; Canzian, F; Caputo, SM; Castelao, JE; Chang-Claude, J; Czene, K; Daly, MB; De Nicolo, A; Devilee, P; Dörk, T; Dunning, AM; Dwek, M; Eccles, DM; Engel, C; Evans, DG; Fasching, PA; Gago-Dominguez, M; García-Closas, M; García-Sáenz, JA; Gentry-Maharaj, A; Geurts-Giele, WRR; Giles, GG; Glendon, G; Goldberg, MS; Garcia, EBG; Güendert, M; Guénel, P; Hahnen, E; Haiman, CA; Hall, P; Hamann, U; Harkness, EF; Hogervorst, FBL; Hollestelle, A; Hoppe, R; Hopper, JL; Houdayer, C; Houlston, RS; Howell, A; Investigators, A; Jakimovska, M; Jakubowska, A; Jernström, H; John, EM; Kaaks, R; Kitahara, CM; Koutros, S; Kraft, P; Kristensen, VN; Lacey, J; Lambrechts, D; Léoné, M; Lindblom, A; Lush, M; Mannermaa, A; Manoochehri, M; Manoukian, S; Margolin, S; Martinez, ME; Menon, U; Milne, RL; Monteiro, AN; Murphy, RA; Neuhausen, SL; Nevanlinna, H; Newman, WG; Offit, K; Park, SK; James, P; Peterlongo, P; Peto, J; Plaseska-Karanfilska, D; Punie, K; Radice, P; Rashid, MU; Rennert, G; Romero, A; Rosenberg, EH; Saloustros, E; Sandler, DP; Schmidt, MK; Schmutzler, RK; Shu, XO; Simard, J; Southey, MC; Stone, J; Stoppa-Lyonnet, D; Tamimi, RM; Tapper, WJ; Taylor, JA; Teo, SH; Teras, LR; Terry, MB; Thomassen, M; Troester, MA; Vachon, CM; Vega, A; Vreeswijk, MPG; Wang, Q; Wappenschmidt, B; Weinberg, CR; Wolk, A; Zheng, W; Feng, BJ; Couch, FJ; Spurdle, AB; Easton, DF; Goldgar, DE; Michailidou, K",HUMAN MUTATION,2023,10.1155/2023/9961341
High-fidelity fast volumetric brain MRI using synergistic wave-controlled aliasing in parallel imaging and a hybrid denoising generative adversarial network (HDnGAN),"Li, ZY; Tian, QY; Ngamsombat, C; Cartmell, S; Conklin, J; Alves, ALMG; Lo, WC; Wang, GZ; Ying, K; Setsompop, K; Fan, QY; Bilgic, B; Cauley, S; Huang, SSY",MEDICAL PHYSICS,2022,10.1002/mp.15427
Calculating the Expected Value of Sample Information in Practice: Considerations from 3 Case Studies,"Heath, A; Kunst, N; Jackson, C; Strong, M; Alarid-Escudero, F; Goldhaber-Fiebert, JD; Baio, G; Menzies, NA; Jalal, H",MEDICAL DECISION MAKING,2020,10.1177/0272989X20912402
Finding Correspondence between Metabolomic Features in Untargeted Liquid Chromatography-Mass Spectrometry Metabolomics Datasets,"Pinto, RC; Karaman, I; Lewis, MR; Hällqvist, J; Kaluarachchi, M; Graça, G; Chekmeneva, E; Durainayagam, B; Ghanbari, M; Ikram, MA; Zetterberg, H; Griffin, J; Elliott, P; Tzoulaki, I; Dehghan, A; Herrington, D; Ebbels, T",ANALYTICAL CHEMISTRY,2022,10.1021/acs.analchem.1c03592
Crowdsourced direct-to-consumer genomic analysis of a family quartet,"Corpas, M; Valdivia-Granda, W; Torres, N; Greshake, B; Coletta, A; Knaus, A; Harrison, AP; Cariaso, M; Moran, F; Nielsen, F; Swan, D; Solís, DYW; Krawitz, P; Schacherer, F; Schols, P; Yang, HM; Borry, P; Glusman, G; Robinson, PN",BMC GENOMICS,2015,10.1186/s12864-015-1973-7
European Bone Mineral Density Loci Are Also Associated with BMD in East-Asian Populations,"Styrkarsdottir, U; Halldorsson, BV; Gudbjartsson, DF; Tang, NLS; Koh, JM; Xiao, SM; Kwok, TCY; Kim, GS; Chan, JCN; Cherny, S; Lee, SH; Kwok, A; Ho, S; Gretarsdottir, S; Kostic, JP; Palsson, ST; Sigurdsson, G; Sham, PC; Kim, BJ; Kung, AWC; Kim, SY; Woo, J; Leung, PC; Kong, A; Thorsteinsdottir, U; Stefansson, K",PLOS ONE,2010,10.1371/journal.pone.0013217
A simulation study of finite-sample properties of marginal structural Cox proportional hazards models,"Westreich, D; Cole, SR; Schisterman, EF; Platt, RW",STATISTICS IN MEDICINE,2012,10.1002/sim.5317
