Title,First Author,Journal,Publication Year,DOI
National influenza surveillance systems in five European countries: a qualitative comparative framework based on WHO guidance,"de Fougerolles, Thierry Rigoine (57221645088); Damm, Oliver (36963361400); Ansaldi, Filippo (6603564504); Chironna, Maria (6603883053); Crépey, Pascal (23004332400); de Lusignan, Simon (7003334937); Gray, Ian (57735283400); Guillen, José Maria (57204671171); Kassianos, George (35562071500); Mosnier, Anne (7003861378); de Lejarazu, Raul Ortiz (57204153739); Pariani, Elena (12767889800); Puig-Barbera, Joan (55900943900); Schelling, Jörg (36479383400); Trippi, Francesca (57215271866); Vanhems, Philippe (7005124320); Wahle, Klaus (57521997100); Watkins, John (57360785100); Rasuli, Anvar (36798678500); Vitoux, Olivier (57221646079); Bricout, Hélène (23488005900)",BMC Public Health,2022,10.1186/s12889-022-13433-0
Proof-of-concept study: Homomorphically encrypted data can support real-time learning in personalized cancer medicine,"Paddock, Silvia (57206320721); Abedtash, Hamed (23007912500); Zummo, Jacqueline (55144120900); Thomas, Samuel (56493691400)",BMC Medical Informatics and Decision Making,2019,10.1186/s12911-019-0983-9
Using an optimized generative model to infer the progression of complications in type 2 diabetes patients,"Wang, Xiaoxia (57779930800); Lin, Yifei (55835775200); Xiong, Yun (16044247100); Zhang, Suhua (57207330088); He, Yanming (26664145900); He, Yuqing (57682298100); Zhang, Zhikun (57192637525); Plasek, Joseph M. (56723809300); Zhou, Li (56518549100); Bates, David W. (57113031900); Tang, Chunlei (57195492704)",BMC Medical Informatics and Decision Making,2022,10.1186/s12911-022-01915-5
Collaborative learning from distributed data with differentially private synthetic data,"Prediger, Lukas (57219757644); Jälkö, Joonas (57196034660); Honkela, Antti (6602724494); Kaski, Samuel (35302360900)",BMC Medical Informatics and Decision Making,2024,10.1186/s12911-024-02563-7
Opioid prescribing patterns for non-malignant chronic pain for rural versus non-rural US adults: A population-based study using 2010 NAMCS data,"Prunuske, Jacob P (6507570878); Hill, Catherine A St. (36437061200); Hager, Keri D (55326454400); Lemieux, Andrine M (6603915947); Swanoski, Michael T (35175323800); Anderson, Grant W (7404222417); Lutfiyya, M Nawal (55666391200)",BMC Health Services Research,2014,10.1186/s12913-014-0563-8
Barriers to data quality resulting from the process of coding health information to administrative data: A qualitative study,"Lucyk, Kelsey (56344641500); Tang, Karen (56061091300); Quan, Hude (7102834870)",BMC Health Services Research,2017,10.1186/s12913-017-2697-y
Participation is integral': Understanding the levers and barriers to the implementation of community participation in primary healthcare: A qualitative study using normalisation process theory,"McEvoy, Rachel (55839696100); Tierney, Edel (8329710300); MacFarlane, Anne (7102685918)",BMC Health Services Research,2019,10.1186/s12913-019-4331-7
Individual and contextual level enablers and barriers determining electronic community health information system implementation in northwest Ethiopia,"Hailemariam, Tesfahun (57207880974); Atnafu, Asmamaw (43761960300); Gezie, Lemma Derseh (56734487000); Kaasbøll, Jens Johan (6506883950); Klein, Jörn (23397277600); Tilahun, Binyam (57212075730)",BMC Health Services Research,2023,10.1186/s12913-023-09629-8
Bridging the gap between complexity science and clinical practice by formalizing idiographic theories: A computational model of functional analysis,"Burger, Julian (57215939304); Van Der Veen, Date C. (56089523600); Robinaugh, Donald J. (24345306700); Quax, Rick (32867990600); Riese, Harriëtte (6701393035); Schoevers, Robert A. (6601994241); Epskamp, Sacha (57197776353)",BMC Medicine,2020,10.1186/s12916-020-01558-1
Producing routine malaria data: An exploration of the micro-practices and processes shaping routine malaria data quality in frontline health facilities in Kenya,"Okello, George (6506196442); Molyneux, Sassy (23467427400); Zakayo, Scholastica (57200163822); Gerrets, Rene (24366500600); Jones, Caroline (7408260020)",Malaria Journal,2019,10.1186/s12936-019-3061-y
On the practical identifiability of a two-parameter model of pulmonary gas exchange,"Riedlinger, Axel (55821026000); Kretschmer, Jörn (35766567700); Möller, Knut (58746023700)",BioMedical Engineering Online,2015,10.1186/s12938-015-0077-6
Exploring levers and barriers to accessing primary care for marginalised groups and identifying their priorities for primary care provision: A participatory learning and action research study,"O'Donnell, Patrick (55937113100); Tierney, Edel (8329710300); O'Carroll, Austin (25031785100); Nurse, Diane (57192195929); MacFarlane, Anne (7102685918)",International Journal for Equity in Health,2016,10.1186/s12939-016-0487-5
Street masking: A network-based geographic mask for easily protecting geoprivacy,"Swanlund, David (57191226728); Schuurman, Nadine (6602954500); Zandbergen, Paul (14049426300); Brussoni, Mariana (9636595500)",International Journal of Health Geographics,2020,10.1186/s12942-020-00219-z
Health data hubs: an analysis of existing data governance features for research,"Alvarez-Romero, Celia (57210788267); Martínez-García, Alicia (55937333600); Bernabeu-Wittel, Máximo (56008973100); Parra-Calderón, Carlos Luis (24332533000)",Health Research Policy and Systems,2023,10.1186/s12961-023-01026-1
Process evaluation of the data-driven quality improvement in primary care (DQIP) trial: Active and less active ingredients of a multi-component complex intervention to reduce high-risk primary care prescribing,"Grant, Aileen (58346451900); Dreischulte, Tobias (25653018000); Guthrie, Bruce (10143419400)",Implementation Science,2017,10.1186/s13012-016-0531-2
Interval-cohort designs and bias in the estimation of per-protocol effects: A simulation study,"Young, Jessica G. (35112182200); Vatsa, Rajet (57210888117); Murray, Eleanor J. (49961977200); Hernán, Miguel A. (7005914051)",Trials,2019,10.1186/s13063-019-3577-z
De-identifying Spanish medical texts - named entity recognition applied to radiology reports,"Pérez-Díez, Irene (57221466264); Pérez-Moraga, Raúl (57218506653); López-Cerdán, Adolfo (56893740900); Salinas-Serrano, Jose-Maria (57210987487); la Iglesia-Vayá, María de (57222631510)",Journal of Biomedical Semantics,2021,10.1186/s13326-021-00236-2
SPECT image segmentation for estimation of tumour volume and activity concentration in 177Lu-DOTATATE radionuclide therapy,"Gustafsson, Johan (57198083967); Sundlöv, Anna (15063388300); Sjögreen Gleisner, Katarina (25936970100)",EJNMMI Research,2017,10.1186/s13550-017-0262-7
A flexible framework for sequential estimation of model parameters in computational hemodynamics,"Arthurs, Christopher J. (55012360900); Xiao, Nan (57193097383); Moireau, Philippe (8947115200); Schaeffter, Tobias (56821457500); Figueroa, C. Alberto (36861762700)",Advanced Modeling and Simulation in Engineering Sciences,2020,10.1186/s40323-020-00186-x
Depression in adults with sickle cell disease: a systematic review of the methodological issues in assessing prevalence of depression,"Oudin Doglioni, Damien (57201657877); Chabasseur, Vincent (57222755564); Barbot, Frédéric (36135309000); Galactéros, Frédéric (35448455300); Gay, Marie-Claire (8383964800)",BMC Psychology,2021,10.1186/s40359-021-00543-4
A new Internet of Things architecture for real-time prediction of various diseases using machine learning on big data environment,"Ed-daoudy, Abderrahmane (57207360390); Maalmi, Khalil (7801502982)",Journal of Big Data,2019,10.1186/s40537-019-0271-7
A comparison of Bayesian spatial models for disease mapping,"Best, Nicky (57195924579); Richardson, Sylvia (7202589117); Thomson, Andrew (57213499394)",Statistical Methods in Medical Research,2005,10.1191/0962280205sm388oa
"Novel Generative Recurrent Neural Network Framework to Produce Accurate, Applicable, and Deidentified Synthetic Medical Data for Patients With Metastatic Cancer","Ganguli, Reetam (57456496200); Lad, Rishik (57878248800); Lin, Alice (58235849700); Yu, Xiaotian (57456411500)",JCO clinical cancer informatics,2023,10.1200/CCI.22.00125
Postprediction Inference for Clinical Characteristics Extracted With Machine Learning on Electronic Health Records,"Sondhi, Arjun (57193158745); Rich, Alexander S. (56911839100); Wang, Siruo (57192699695); Leek, Jeffery T. (8558142900)",JCO clinical cancer informatics,2023,10.1200/CCI.22.00174
Real-time markerless tumour tracking with patient-specific deep learning using a personalised data generation strategy: Proof of concept by phantom study,"Takahashi, Wataru (59020957200); Oshikawa, Shota (57219636515); Mori, Shinichiro (51964300500)",British Journal of Radiology,2020,10.1259/bjr.20190420
Bayesian Multi-View Clustering given complex inter-view structure,"Shapiro, Benjamin D. (57313880500); Battle, Alexis (57194221815)",F1000Research,2022,10.12688/f1000research.126215.2
The odd log-logistic generalized exponential distribution: Application on survival times of chemotherapy patients data,"Fulment, Arnold K. (57194188206); Gadde, Srinivasa Rao (55255368900); Peter, Josephat K. (58164861700)",F1000Research,2022,10.12688/f1000research.127363.3
Risk prediction to examine health status with real and synthetic datasets,"Thippa Reddy, G. (57217062630); Srivatsava, Aparna (57201801388); Lakshmanna, Kuruva (56011347200); Kaluri, Rajesh (56604091800); Karnam, Sudheer (57191666684); Nagaraja, G. (57190226490)",Biomedical and Pharmacology Journal,2017,10.13005/bpj/1309
"A Comprehensive Review Study on: Optimized Data Mining, Machine Learning and Deep Learning Techniques for Breast Cancer Prediction in Big Data Context","Kirola, Madhu (57226121339); Memoria, Minakshi (57218936166); Dumka, Ankur (56159612000); Tripathi, Amrendra (56316553500); Joshi, Kapil (57209511667)",Biomedical and Pharmacology Journal,2022,10.13005/bpj/2339
Causal Methods Madness: Lessons Learned from the 2022 ACIC Competition to Estimate Health Policy Impacts,"Thal, Dan R.C. (58284617500); Finucane, Mariel M. (57214927679)",Observational Studies,2023,10.1353/obs.2023.0023
From heterogeneous healthcare data to disease-specific biomarker networks: A hierarchical Bayesian network approach,"Becker, Ann-Kristin (57202357046); Dörr, Marcus (7005669901); Felix, Stephan B. (57214768699); Frost, Fabian (57200700423); Grabe, Hans J. (7004509281); Lerch, Markus M. (7101988714); Nauck, Matthias (57206034720); Völker, Uwe (57216584974); Völzke, Henry (56662814100); Kaderali, Lars (57210104492)",PLoS Computational Biology,2021,10.1371/JOURNAL.PCBI.1008735
Time warping between main epidemic time series in epidemiological surveillance,"Morel, Jean-David (57192870629); Morel, Jean-Michel (57203072257); Alvarez, Luis (55640159000)",PLoS Computational Biology,2023,10.1371/journal.pcbi.1011757
biDCG: A new method for discovering global features of DNA microarray data via an iterative re-clustering procedure,"Chen, Chia-Pei (56286123200); Fushing, Hsieh (55708201800); Atwill, Rob (7007088061); Koehl, Patrice (7003327102)",PLoS ONE,2014,10.1371/journal.pone.0102445
A framework for the economic analysis of data collection methods for vital statistics,"Jimenez-Soto, Eliana (55228418900); Hodge, Andrew (26654190400); Nguyen, Kim-Huong (55228510800); Dettrick, Zoe (42160900800); Lopez, Alan D. (7401455668)",PLoS ONE,2014,10.1371/journal.pone.0106234
Linking data for mothers and babies in de-identified electronic health data,"Harron, Katie (55249873300); Gilbert, Ruth (7401932225); Cromwell, David (26040692500); Van Der Meulen, Jan (7102799145)",PLoS ONE,2016,10.1371/journal.pone.0164667
MicroRNA and transcription factor gene regulatory network analysis reveals key regulatory elements associated with prostate cancer progression,"Sadeghi, Mehdi (57194782279); Ranjbar, Bijan (6701809674); Ganjalikhany, Mohamad Reza (35326546900); Khan, Faiz M. (55760421500); Schmitz, Ulf (35075056300); Wolkenhauer, Olaf (6603822253); Gupta, Shailendra K. (57220721922)",PLoS ONE,2016,10.1371/journal.pone.0168760
Voxelwise statistical methods to localize practice variation in brain tumor surgery,"Eijgelaar, Roelant (56601367200); de Witt Hamer, Philip C. (6602566797); Peeters, Carel F.W. (55106078200); Barkhof, Frederik (7102989379); van Herk, Marcel (7005314702); Witte, Marnix G. (7102463192)",PLoS ONE,2019,10.1371/journal.pone.0222939
How to use frailtypack for validating failure-time surrogate endpoints using individual patient data from meta-analyses of randomized controlled trials,"Sofeu, Casimir Ledoux (56131661000); Rondeau, Virginie (6603141289)",PLoS ONE,2020,10.1371/journal.pone.0228098
Detection of overdose and underdose prescriptions—An unsupervised machine learning approach,"Nagata, Kenichiro (37097666700); Tsuji, Toshikazu (56310365900); Suetsugu, Kimitaka (54421201800); Muraoka, Kayoko (57354124200); Watanabe, Hiroyuki (59013185800); Kanaya, Akiko (7003611185); Egashira, Nobuaki (7004542743); Ieiri, Ichiro (7004098489)",PLoS ONE,2021,10.1371/journal.pone.0260315
Machine learning models trained on synthetic datasets of multiple sample sizes for the use of predicting blood pressure from clinical data in a national dataset,"Arora, Anmol (57209876791); Arora, Ananya (57216929365)",PLoS ONE,2023,10.1371/journal.pone.0283094
clusterBMA: Bayesian model averaging for clustering,"Forbes, Owen (57196213782); Santos-Fernandez, Edgar (55279826500); Wu, Paul Pao-Yen (23483182000); Xie, Hong-Bo (23089708300); Schwenn, Paul E. (15036981500); Lagopoulos, Jim (6603270871); Mills, Lia (57900382300); Sacks, Dashiell D. (57219797996); Hermens, Daniel F. (8402275500); Mengersen, Kerrie (6603793565)",PLoS ONE,2023,10.1371/journal.pone.0288000
Synthetic data in cancer and cerebrovascular disease research: A novel approach to big data,"Lun, Ronda (57204589722); Siegal, Deborah (16239914400); Ramsay, Tim (8278133500); Stotts, Grant (36605280000); Dowlatshahi, Dar (6602400834)",PLoS ONE,2024,10.1371/journal.pone.0295921
Top-K high utility item set identification in big data by MUP-growth the evolutionary approach with less time constraints,"Thorat, Tejaswini K. (57189232569); Potgantwar, Amol D. (35731977800)",International Journal of Engineering and Technology(UAE),2018,10.14419/ijet.v7i4.14609
Developing a Patient-Centric Healthcare IoT Platform with Blockchain and Smart Contract Data Management,"Duc, B.T. (58126656500); Trung, P.H.T. (59014099300); Trong, N.D.P. (57205672146); Phuc, N.T. (58654374800); Khoa, T.D. (57896610800); Khiem, H.G. (58605020700); Nam, B.T. (59013444800); Bang, L.K. (58604835800)",International Journal of Advanced Computer Science and Applications,2024,10.14569/IJACSA.2024.01504115
Modelling automotive warranty claims with build-to-sale data uncertainty,"Kleyner, Andre (6602499089); Sanborn, Keith (57067766400)",International Journal of Reliability and Safety,2008,10.1504/IJRS.2008.021063
Comparing measured and simulated wave directions in the left atrium a workflow for model personalization and validation,"Burdumy, Michael (38662347300); Luik, Armin (12791429900); Neher, Peter (39863354800); Hanna, Raghed (36628349100); Krueger, Martin W. (32867819800); Schilling, Christopher (32868220300); Barschdorf, Hans (22633903600); Lorenz, Cristian (55486269900); Seemann, Gunnar (7004128584); Schmitt, Claus (7202057107); Doessel, Olaf (36786239700); Weber, Frank M. (8226326700)",Biomedizinische Technik,2012,10.1515/bmt-2011-0059
"Dynamic mirroring: unveiling the role of digital twins, artificial intelligence and synthetic data for personalized medicine in laboratory medicine","Padoan, Andrea (22635521200); Plebani, Mario (57202559706)",Clinical Chemistry and Laboratory Medicine,2024,10.1515/cclm-2024-0517
Optimal Stratification and Allocation for the June Agricultural Survey,"Lisic, Jonathan (57201119553); Sang, Hejian (57201121876); Zhu, Zhengyuan (8511057500); Zimmer, Stephanie (57538146300)",Journal of Official Statistics,2018,10.1515/jos-2018-0007
Hyperelastic membrane modelling based on data-driven constitutive relations,"Salamatova, Victoria Yu. (24367406100); Liogky, Alexey A. (57212007553)",Russian Journal of Numerical Analysis and Mathematical Modelling,2020,10.1515/rnam-2020-0013
A Review of Recent Advances in Translational Bioinformatics: Bridges from Biology to Medicine,"Vamathevan, J. (6507788205); Birney, E. (7004802904)",Yearbook of medical informatics,2017,10.15265/IY-2017-017
Quantifying electronic health record data: A potential risk for cognitive overload,"Gal, Dana B. (57192836557); Han, Brian (57192079840); Longhurst, Chistopher (57218716605); Scheinker, David (43061555800); Shin, Andrew Y. (55440754700)",Hospital Pediatrics,2021,10.1542/hpeds.2020-002402
Long Short-Team Memory for Forecasting Degradation Recovery Process with Binary Maintenance Intervention Records,"Kosukegawa, Katsuya (57973657500); Kawamoto, Kazuhiko (8921528700)","IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences",2024,10.1587/transfun.2023EAL2019
Bt-GAN: Generating Fair Synthetic Healthdata via Bias-transforming Generative Adversarial Networks,"Ramachandranpillai, Resmi (57211461510); Sikder, Md Fahim (57192666396); Bergström, David (57219734349); Heintz, Fredrik (6603720152)",Journal of Artificial Intelligence Research,2024,10.1613/jair.1.15317
Body-map storytelling as a health research methodology: Blurred lines creating clear pictures; [Body-Map-Erzählungen als gesundheitswissenschaftliche Methodologie: Wie aus verschwommenen Linien klare Bilder entstehen],"Gastaldo, Denise (6603765822); Rivas-Quarneti, Natalia (57195508592); Magalhães, Lilian (57225455686)",Forum Qualitative Sozialforschung,2018,10.17169/fqs-19.2.2858
Employing Generative Networks for Synthetic Phonocardiogram and Electrocardiogram Signal Creation: A Privacy-Ensured Approach to Data Augmentation in Heart Diagnostics,"Rayavarapu, Swarajya Madhuri (57215870585); Prasanthi, Tammineni Shanmukha (58316868100); Kumar, Gottapu Santosh (57196246260); Rao, Gottapu Sasibhushana (22941895200); Singham, Aruna (57188579512)",Ingenierie des Systemes d'Information,2023,10.18280/isi.280408
Prediction of sudden health crises owing to congestive heart failure with deep learning models,"Shabbeer, Shaik (56585925200); Reddy, Edara Srinivasa (53867218700)",Revue d'Intelligence Artificielle,2021,10.18280/ria.350108
Estimating Determinants of Transportation and Warehousing Establishment Locations Using U.S. Administrative Data,"Carpenter, Craig (57201194370); Dudensing, Rebekka (36623510400); Van Sandt, Anders (57192004706)",Region,2022,10.18335/region.v9i1.366
Multibugs: A parallel implementation of the bugs modeling framework for faster bayesian inference,"Goudie, Robert J. B. (55809458100); Turner, Rebecca M. (7404556631); De Angelis, Daniela (58848598800); Thomas, Andrew (57214370054)",Journal of Statistical Software,2020,10.18637/jss.v095.i07
Unleashing the Power of Very Small Data to Predict Acute Exacerbations of Chronic Obstructive Pulmonary Disease,"Jacobson, Petra Kristina (57194589968); Lind, Leili (7102132852); Persson, Hans Lennart (7202456734)",International Journal of COPD,2023,10.2147/COPD.S412692
D3D augmented reality imaging system: Proof of concept in mammography,"Douglas, David B. (56937964000); Petricoin, Emanuel F. (7006946992); Liotta, Lance (35394613100); Wilson, Eugene (57211131990)",Medical Devices: Evidence and Research,2016,10.2147/MDER.S110756
H3Africa: Current perspectives,"Mulder, Nicola (7102238454); Abimiku, Alash’Le (6602350343); Adebamowo, Sally N. (56669713900); de Vries, Jantina (21742169900); Matimba, Alice (24399192400); Olowoyo, Paul (57188566071); Ramsay, Michele (7102729474); Skelton, Michelle (7005160591); Stein, Dan J. (55769747595)",Pharmacogenomics and Personalized Medicine,2018,10.2147/PGPM.S141546
Electronic patient-generated health data to facilitate disease prevention and health promotion: Scoping review,"Nittas, Vasileios (57203807495); Lun, Penny (57215304742); Ehrler, Frederic (22634033200); Puhan, Milo Alan (56103449300); Mütsch, Margot (8353818800)",Journal of Medical Internet Research,2019,10.2196/13320
The use of mobile personal health records for hemoglobin A1c regulation in patients with diabetes: Retrospective observational study,"Seo, Dongjin (57217027860); Park, Yu Rang (36841202200); Lee, Yura (56609515600); Kim, Ji Young (57221537360); Park, Joong-Yeol (10140804200); Lee, Jae-Ho (55999581000)",Journal of Medical Internet Research,2020,10.2196/15372
Preferences for sun protection with a self-monitoring app: Protocol of a discrete choice experiment study,"Nittas, Vasileios (57203807495); Mütsch, Margot (8353818800); Puhan, Milo Alan (56103449300)",JMIR Research Protocols,2020,10.2196/16087
Analyzing medical research results based on synthetic data and their relation to real data results: Systematic comparison from five observational studies,"Benaim, Anat Reiner (16023141500); Almog, Ronit (6701675013); Gorelik, Yuri (57193902885); Hochberg, Irit (6701820715); Nassar, Laila (55629073800); Mashiach, Tanya (16067159000); Khamaisi, Mogher (6602107438); Lurie, Yael (22948006200); Azzam, Zaher S. (6701498565); Khoury, Johad (57190073636); Kurnik, Daniel (8600732100); Beyar, Rafael (7101837632)",JMIR Medical Informatics,2020,10.2196/16492
Secure record linkage of large health data sets: Evaluation of a hybrid cloud model,"Brown, Adrian Paul (56899197900); Randall, Sean M. (55536994200)",JMIR Medical Informatics,2020,10.2196/18920
Artificial Intelligence–Based Framework for Analyzing Health Care Staff Security Practice: Mapping Review and Simulation Study,"Yeng, Prosper Kandabongee (57209267899); Nweke, Livinus Obiora (57215591481); Yang, Bian (7404472502); Fauzi, Muhammad Ali (57204833314); Snekkenes, Einar Arthur (55929053700)",JMIR Medical Informatics,2021,10.2196/19250
A privacy-preserving log-rank test for the kaplan-meier estimator with secure multiparty computation: Algorithm development and validation,"von Maltitz, Marcel (56543709100); Ballhausen, Hendrik (55630336600); Kaul, David (22938061000); Fleischmann, Daniel F. (57191077738); Niyazi, Maximilian (16307758800); Belka, Claus (57217798849); Carle, Georg (11441022800)",JMIR Medical Informatics,2021,10.2196/22158
Evaluating identity disclosure risk in fully synthetic health data: model development and validation,"Emam, Khaled El (7004609665); Mosquera, Lucy (57219951005); Bass, Jason (57219950374)",Journal of Medical Internet Research,2020,10.2196/23139
Construction of genealogical knowledge graphs from obituaries: Multitask neural network extraction system,"He, Kai (57207796786); Yao, Lixia (53868570800); Zhang, JiaWei (57226614661); Li, Yufei (7502084253); Li, Chen (57765324800)",Journal of Medical Internet Research,2021,10.2196/25670
The national COVID cohort collaborative: Analyses of original and computationally derived electronic health record data,"Foraker, Randi (8621791900); Guo, Aixia (57216776680); Thomas, Jason (57191978089); Zamstein, Noa (57497872600); Payne, Philip R.O. (58331044200); Wilcox, Adam (7102335792)",Journal of Medical Internet Research,2021,10.2196/30697
Utility Metrics for Evaluating Synthetic Health Data Generation Methods: Validation Study,"El Emam, Khaled (7004609665); Mosquera, Lucy (57219951005); Fang, Xi (57581280200); El-Hussuna, Alaa (35299113400)",JMIR Medical Informatics,2022,10.2196/35734
The Architecture of a Feasibility Query Portal for Distributed COVID-19 Fast Healthcare Interoperability Resources (FHIR) Patient Data Repositories: Design and Implementation Study,"Gruendner, Julian (57208246806); Deppenwiese, Noemi (57210802383); Folz, Michael (57195715434); Köhler, Thomas (57670658500); Kroll, Björn (57212802522); Prokosch, Hans-Ulrich (6701859198); Rosenau, Lorenz (57670055400); Rühle, Mathias (57211139672); Scheidl, Marc-Anton (57783097500); Schüttler, Christina (57195714397); Sedlmayr, Brita (55807934600); Twrdik, Alexander (57201070112); Kiel, Alexander (55604636100); Majeed, Raphael W. (54417750200)",JMIR Medical Informatics,2022,10.2196/36709
Intention to Use an Electronic Community Health Information System Among Health Extension Workers in Rural Northwest Ethiopia: Cross-Sectional Study Using the Unified Theory of Acceptance and Use of Technology 2 Model,"Hailemariam, Tesfahun (57207880974); Atnafu, Asmamaw (43761960300); Gezie, Lemma (56734487000); Kaasbøll, Jens (6506883950); Klein, Jorn (23397277600); Tilahun, Binyam (57212075730)",JMIR Human Factors,2024,10.2196/47081
Developing a Personalized Meal Recommendation System for Chinese Older Adults: Observational Cohort Study,"Xu, Zidu (57393186000); Gu, Yaowen (57452298100); Xu, Xiaowei (57202790080); Topaz, Maxim (54790231000); Guo, Zhen (57202789958); Kang, Hongyu (57022661800); Sun, Lianglong (57231339200); Li, Jiao (57397332800)",JMIR Formative Research,2024,10.2196/52170
Creating High-Quality Synthetic Health Data: Framework for Model Development and Validation,"Sichani, Elnaz Karimian (59121024400); Smith, Aaron (59124006400); El Emam, Khaled (7004609665); Mosquera, Lucy (57219951005)",JMIR Formative Research,2024,10.2196/53241
Next Generation Phenotyping Using the Unified Medical Language System,"Adamusiak, Tomasz (25932040800); Shimoyama, Naoki (56094922300); Shimoyama, Mary (7102642417)",JMIR Medical Informatics,2014,10.2196/medinform.3172
An overview of synthetic administrative data for research,"Kokosi, Theodora (57197813797); De Stavola, Bianca (57204260642); Mitra, Robin (55085027000); Frayling, Lora (57945600600); Doherty, Aiden (57220525877); Dove, Iain (57203989448); Sonnenberg, Pam (35556409600); Harron, Katie (55249873300)",International Journal of Population Data Science,2022,10.23889/ijpds.v7i1.1727
Generating synthetic data from administrative health records for drug safety and effectiveness studies,"Ayilara, Olawale F. (57202430980); Platt, Robert W. (7102023546); Dahl, Matt (7202205122); Coulombe, Janie (56950362200); Ginestet, Pablo Gonzalez (57208817170); Chateau, Dan (57217185232); Lix, Lisa M. (6603917596)",International Journal of Population Data Science,2023,10.23889/ijpds.v8i1.2176
Design and implementation of distributed ledger based health data management system,"Moon, Junho (57199927381); Kim, Dongsoo (55803726900)","International Journal of Innovative Computing, Information and Control",2020,10.24507/ijicic.16.03.1117
Synthetic business microdata: An Australian example,"Chien, Chien-Hung (57188985250); Welsh, A.H. (7007130603); Moore, John D. (57219948487)",Journal of Privacy and Confidentiality,2020,10.29012/jpc.733
Partial-volume correction in PET: Validation of an iterative postreconstruction method with phantom and patient data,"Teo, Boon-Keng (36878302700); Seo, Youngho (55115504200); Bacharach, Stephen L. (7005242913); Carrasquillo, Jorge A. (7006800145); Libutti, Steven K. (7006443836); Shukla, Himanshu (7006799347); Hasegawa, Bruce H. (7005698764); Hawkins, Randall A. (7402930876); Franc, Benjamin L. (35576018900)",Journal of Nuclear Medicine,2007,10.2967/jnumed.106.035576
Effective methods to correct contrast agent-induced errors in PET quantification in cardiac PET/CT,"Büther, Florian (16743549900); Stegger, Lars (6506355307); Dawood, Mohammad (12804517600); Range, Felix (16836841300); Schäfers, Michael (7006707564); Fischbach, Roman (7005615702); Wichter, Thomas (7005787061); Schober, Otmar (7102772699); Schäfers, Klaus P. (6602197877)",Journal of Nuclear Medicine,2007,10.2967/jnumed.107.039941
Diabetes classification using Radial Basis Function Network by combining cluster validity index and BAT optimization with novel fitness function,"Cheruku, Ramalingaswamy (57192668520); Edla, Damodar Reddy (55180602300); Kuppili, Venkatanareshbabu (54784668100)",International Journal of Computational Intelligence Systems,2017,10.2991/ijcis.2017.10.1.17
"Healthcare for migrants, participatory health research and implementation science-better health policy and practice through inclusion. The RESTORE project","Macfarlane, Anne (7102685918); O'Reilly-De Brún, Mary (23668798700); De Brún, Tomas (23667052700); Dowrick, Christopher (56360697900); O'Donnell, Catherine (7202453716); Mair, Frances (7004850729); Spiegel, Wolfgang (7004086512); Van Den Muijsenbergh, Maria (6507846672); Van Weel Baumgarten, Evelyn (57022122000); Lionis, Christos (7005768464); Clissmann, Ciaran (56196534200)",European Journal of General Practice,2014,10.3109/13814788.2013.868432
Data protection impact assessment case study for a research project using artificial intelligence on patient data,"Várkonyi, Gizem Gültekin (57221704655); Gradišek, Anton (35179447000)",Informatica (Slovenia),2020,10.31449/INF.V44I4.3253
HOW TO OVERCOME LACK OF HEALTH RECORD DATA AND PRIVACY OBSTACLES IN INITIAL PHASES OF MEDICAL DATA ANALYSIS PROJECTS,"Mohamad, Yehya (22433304000); Gabber, Alexander (57706008400); Heidenblut, Sonja (34876876100); Zenz, Daniel (57190251702); Siddiqi, Anam (57705872700); Gappa, Henrike (22333992600)",Computing and Informatics,2022,10.31577/cai_2022_1_233
A new AI assisted medical molecular image diagnostic model,"Premananthan, G. (56884645300); Nagaraj, B. (36495195200); Jaya, J. (56084695700)",Journal of Intelligent and Fuzzy Systems,2023,10.3233/JIFS-223354
What is infodemiology? An overview and its role in public health; [Czym jest infodemiologia? Przegląd i rola w zdrowiu publicznym],"Klimiuk, Krzysztof Bartosz (57221787128); Balwicki, Łukasz Władysław (36462481300)",Przeglad epidemiologiczny,2024,10.32394/pe/188119
Case study: Spark GPU-enabled framework to control COVID-19 spread using cell-phone spatio-temporal data,"Abdallah, Hussein Shahata (57219055118); Khafagy, Mohamed H. (36617440800); Omara, Fatma A. (26536522900)","Computers, Materials and Continua",2020,10.32604/cmc.2020.011313
Generating Synthetic Trajectory Data Using GRU,"Liu, Xinyao (57211274533); Cui, Baojiang (12762382900); Xing, Lantao (56693750700)",Intelligent Automation and Soft Computing,2022,10.32604/iasc.2022.020032
Big data analytics with oenn based clinical decision support system,"Murari, Thejovathi (57282325200); Prathiba, L. (57194519964); Singamaneni, Kranthi Kumar (57205572142); Venu, D. (57191611994); Nassa, Vinay Kumar (57225091963); Kohar, Rachna (57193505642); Uparkar, Satyajit Sidheshwar (57211918572)",Intelligent Automation and Soft Computing,2022,10.32604/iasc.2022.020203
Approximating the sum of independent non-identical binomial random variables,"Liu, Boxiang (57194459121); Quertermous, Thomas (56425902800)",R Journal,2018,10.32614/rj-2018-011
Enhancing data security of cardiac patients in IoMT with Twin-Shield Encryption,"Gandhi, Smiley (58790194400); Poongodi, T. (57188842079); Sampath Kumar, K. (57210793527)",Journal of Autonomous Intelligence,2024,10.32629/jai.v7i2.1322
